Indicator,Group,State,Subgroup,Time Period Start Date,Time Period End Date,Value
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06-18,2020-06-23,39.7
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06-18,2020-06-23,23.0
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06-18,2020-06-23,32.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06-18,2020-06-23,36.5
Depressive Disorder,By State,North Dakota,North Dakota,2020-06-18,2020-06-23,25.1
Anxiety Disorder,By State,Kansas,Kansas,2020-06-18,2020-06-23,29.4
Depressive Disorder,By State,New York,New York,2020-06-18,2020-06-23,24.2
Depressive Disorder,By State,California,California,2020-06-18,2020-06-23,26.4
Depressive Disorder,By State,Arkansas,Arkansas,2020-06-18,2020-06-23,28.7
Depressive Disorder,By State,Arizona,Arizona,2020-06-18,2020-06-23,28.9
Depressive Disorder,By State,Alaska,Alaska,2020-06-18,2020-06-23,25.7
Depressive Disorder,By State,Alabama,Alabama,2020-06-18,2020-06-23,27.5
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06-18,2020-06-23,18.2
Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06-18,2020-06-23,28.6
Depressive Disorder,By Education,United States,High school diploma or GED,2020-06-18,2020-06-23,28.8
Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06-18,2020-06-23,31.4
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06-18,2020-06-23,34.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06-18,2020-06-23,20.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06-18,2020-06-23,28.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06-18,2020-06-23,24.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06-18,2020-06-23,29.0
Depressive Disorder,By Sex,United States,Female,2020-06-18,2020-06-23,27.3
Depressive Disorder,By Sex,United States,Male,2020-06-18,2020-06-23,23.8
Depressive Disorder,By Age,United States,80 years and above,2020-06-18,2020-06-23,10.8
Depressive Disorder,By Age,United States,70 - 79 years,2020-06-18,2020-06-23,14.5
Depressive Disorder,By Age,United States,60 - 69 years,2020-06-18,2020-06-23,19.3
Depressive Disorder,By Age,United States,50 - 59 years,2020-06-18,2020-06-23,26.0
Depressive Disorder,By Age,United States,40 - 49 years,2020-06-18,2020-06-23,26.2
Depressive Disorder,By Age,United States,18 - 29 years,2020-06-18,2020-06-23,36.7
Depressive Disorder,By Age,United States,30 - 39 years,2020-06-18,2020-06-23,28.3
Depressive Disorder,By State,Colorado,Colorado,2020-06-18,2020-06-23,23.0
Depressive Disorder,By State,North Carolina,North Carolina,2020-06-18,2020-06-23,22.5
Depressive Disorder,By State,Connecticut,Connecticut,2020-06-18,2020-06-23,28.7
Depressive Disorder,By State,District of Columbia,District of Columbia,2020-06-18,2020-06-23,31.0
Depressive Disorder,By State,New Mexico,New Mexico,2020-06-18,2020-06-23,29.4
Depressive Disorder,By State,New Jersey,New Jersey,2020-06-18,2020-06-23,24.4
Depressive Disorder,By State,New Hampshire,New Hampshire,2020-06-18,2020-06-23,23.0
Depressive Disorder,By State,Nevada,Nevada,2020-06-18,2020-06-23,32.5
Depressive Disorder,By State,Nebraska,Nebraska,2020-06-18,2020-06-23,22.1
Depressive Disorder,By State,Montana,Montana,2020-06-18,2020-06-23,21.6
Depressive Disorder,By State,Missouri,Missouri,2020-06-18,2020-06-23,25.0
Depressive Disorder,By State,Mississippi,Mississippi,2020-06-18,2020-06-23,29.3
Depressive Disorder,By State,Minnesota,Minnesota,2020-06-18,2020-06-23,21.5
Depressive Disorder,By State,Michigan,Michigan,2020-06-18,2020-06-23,23.3
Depressive Disorder,By State,Massachusetts,Massachusetts,2020-06-18,2020-06-23,22.8
Depressive Disorder,By State,Maryland,Maryland,2020-06-18,2020-06-23,22.0
Depressive Disorder,By State,Maine,Maine,2020-06-18,2020-06-23,19.0
Depressive Disorder,By State,Louisiana,Louisiana,2020-06-18,2020-06-23,35.6
Depressive Disorder,By State,Kentucky,Kentucky,2020-06-18,2020-06-23,29.0
Depressive Disorder,By State,Kansas,Kansas,2020-06-18,2020-06-23,24.4
Depressive Disorder,By State,Iowa,Iowa,2020-06-18,2020-06-23,26.1
Depressive Disorder,By State,Indiana,Indiana,2020-06-18,2020-06-23,23.7
Depressive Disorder,By State,Illinois,Illinois,2020-06-18,2020-06-23,23.8
Depressive Disorder,By State,Idaho,Idaho,2020-06-18,2020-06-23,23.0
Depressive Disorder,By State,Hawaii,Hawaii,2020-06-18,2020-06-23,18.3
Depressive Disorder,By State,Georgia,Georgia,2020-06-18,2020-06-23,27.9
Depressive Disorder,By State,Florida,Florida,2020-06-18,2020-06-23,28.8
Depressive Disorder,By State,Delaware,Delaware,2020-06-18,2020-06-23,22.9
Anxiety Disorder,By State,Kentucky,Kentucky,2020-06-18,2020-06-23,33.2
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-06-18,2020-06-23,37.1
Anxiety Disorder,By State,Maine,Maine,2020-06-18,2020-06-23,24.1
Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-06-18,2020-06-23,37.6
Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-06-18,2020-06-23,30.6
Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-06-18,2020-06-23,31.9
Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-06-18,2020-06-23,33.7
Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-06-18,2020-06-23,33.3
Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-06-18,2020-06-23,28.7
Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-06-18,2020-06-23,46.8
Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-06-18,2020-06-23,38.3
Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-06-18,2020-06-23,32.9
Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-06-18,2020-06-23,37.4
Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-06-18,2020-06-23,32.9
Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-06-18,2020-06-23,35.9
Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-06-18,2020-06-23,31.7
Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-06-18,2020-06-23,29.4
Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-06-18,2020-06-23,36.3
Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-06-18,2020-06-23,39.7
Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-06-18,2020-06-23,43.1
Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-06-18,2020-06-23,30.9
Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-06-18,2020-06-23,39.4
Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-06-18,2020-06-23,31.4
Anxiety Disorder or Depressive Disorder,By State,California,California,2020-06-18,2020-06-23,39.1
Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-06-18,2020-06-23,38.2
Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-06-18,2020-06-23,34.2
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-06-18,2020-06-23,40.1
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-06-18,2020-06-23,30.9
Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-06-18,2020-06-23,45.6
Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-06-18,2020-06-23,28.4
Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-06-18,2020-06-23,24.6
Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-06-18,2020-06-23,38.4
Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-06-18,2020-06-23,34.7
Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-06-18,2020-06-23,36.9
Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-06-18,2020-06-23,27.9
Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-06-18,2020-06-23,37.2
Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-06-18,2020-06-23,36.2
Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-06-18,2020-06-23,36.6
Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-06-18,2020-06-23,31.0
Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-06-18,2020-06-23,31.2
Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-06-18,2020-06-23,34.4
Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-06-18,2020-06-23,39.8
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-06-18,2020-06-23,42.4
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-06-18,2020-06-23,44.5
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-06-18,2020-06-23,31.6
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-06-18,2020-06-23,33.0
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-06-18,2020-06-23,34.1
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-06-18,2020-06-23,32.9
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-06-18,2020-06-23,42.5
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-06-18,2020-06-23,34.1
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-06-18,2020-06-23,34.4
Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-06-18,2020-06-23,32.9
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-06-18,2020-06-23,38.0
Depressive Disorder,National Estimate,United States,United States,2020-06-18,2020-06-23,25.6
Anxiety Disorder,By State,Louisiana,Louisiana,2020-06-18,2020-06-23,41.3
Anxiety Disorder,By State,South Dakota,South Dakota,2020-06-18,2020-06-23,24.2
Anxiety Disorder,By State,South Carolina,South Carolina,2020-06-18,2020-06-23,31.4
Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-06-18,2020-06-23,28.2
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-06-18,2020-06-23,32.7
Anxiety Disorder,By State,Oregon,Oregon,2020-06-18,2020-06-23,37.1
Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-06-18,2020-06-23,39.0
Anxiety Disorder,By State,Ohio,Ohio,2020-06-18,2020-06-23,27.7
Anxiety Disorder,By State,North Dakota,North Dakota,2020-06-18,2020-06-23,28.7
Anxiety Disorder,By State,North Carolina,North Carolina,2020-06-18,2020-06-23,29.1
Anxiety Disorder,By State,New Mexico,New Mexico,2020-06-18,2020-06-23,39.0
Anxiety Disorder,By State,Tennessee,Tennessee,2020-06-18,2020-06-23,30.8
Anxiety Disorder,By State,New Jersey,New Jersey,2020-06-18,2020-06-23,30.8
Anxiety Disorder,By State,Nevada,Nevada,2020-06-18,2020-06-23,38.4
Anxiety Disorder,By State,Nebraska,Nebraska,2020-06-18,2020-06-23,25.0
Anxiety Disorder,By State,Montana,Montana,2020-06-18,2020-06-23,27.8
Anxiety Disorder,By State,Missouri,Missouri,2020-06-18,2020-06-23,28.3
Anxiety Disorder,By State,Mississippi,Mississippi,2020-06-18,2020-06-23,31.8
Anxiety Disorder,By State,Minnesota,Minnesota,2020-06-18,2020-06-23,25.0
Anxiety Disorder,By State,Michigan,Michigan,2020-06-18,2020-06-23,27.4
Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-06-18,2020-06-23,27.9
Anxiety Disorder,By State,Maryland,Maryland,2020-06-18,2020-06-23,30.1
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06-18,2020-06-23,29.2
Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-06-18,2020-06-23,31.2
Anxiety Disorder,By State,Texas,Texas,2020-06-18,2020-06-23,32.1
Anxiety Disorder,By State,New York,New York,2020-06-18,2020-06-23,26.9
Anxiety Disorder,By State,Vermont,Vermont,2020-06-18,2020-06-23,25.0
Anxiety Disorder,By State,Utah,Utah,2020-06-18,2020-06-23,33.3
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2020-06-18,2020-06-23,38.1
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06-18,2020-06-23,43.6
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06-18,2020-06-23,45.1
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06-18,2020-06-23,27.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06-18,2020-06-23,39.1
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06-18,2020-06-23,34.1
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2020-06-18,2020-06-23,39.6
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2020-06-18,2020-06-23,32.4
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2020-06-18,2020-06-23,14.6
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2020-06-18,2020-06-23,19.3
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06-18,2020-06-23,42.3
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06-18,2020-06-23,39.1
Anxiety Disorder,By State,Virginia,Virginia,2020-06-18,2020-06-23,31.9
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2020-06-18,2020-06-23,27.4
Anxiety Disorder,By State,West Virginia,West Virginia,2020-06-18,2020-06-23,34.7
Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-06-18,2020-06-23,21.3
Anxiety Disorder,By State,Wyoming,Wyoming,2020-06-18,2020-06-23,23.7
Anxiety Disorder,By State,Washington,Washington,2020-06-18,2020-06-23,30.5
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2020-06-18,2020-06-23,50.0
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2020-06-18,2020-06-23,40.8
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2020-06-18,2020-06-23,38.5
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2020-06-18,2020-06-23,36.3
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2020-06-18,2020-06-23,36.1
Depressive Disorder,By State,Wyoming,Wyoming,2020-06-25,2020-06-30,23.4
Anxiety Disorder,By Age,United States,80 years and above,2020-06-25,2020-06-30,16.2
Anxiety Disorder,By Age,United States,70 - 79 years,2020-06-25,2020-06-30,18.6
Anxiety Disorder,By Age,United States,60 - 69 years,2020-06-25,2020-06-30,25.0
Anxiety Disorder,By Age,United States,50 - 59 years,2020-06-25,2020-06-30,33.9
Anxiety Disorder,By Age,United States,40 - 49 years,2020-06-25,2020-06-30,35.4
Anxiety Disorder,By Age,United States,30 - 39 years,2020-06-25,2020-06-30,38.9
Anxiety Disorder,By Age,United States,18 - 29 years,2020-06-25,2020-06-30,42.4
Anxiety Disorder,National Estimate,United States,United States,2020-06-25,2020-06-30,33.0
Depressive Disorder,By State,Wisconsin,Wisconsin,2020-06-25,2020-06-30,19.0
Depressive Disorder,By State,Oregon,Oregon,2020-06-25,2020-06-30,27.1
Depressive Disorder,By State,Washington,Washington,2020-06-25,2020-06-30,31.1
Depressive Disorder,By State,Virginia,Virginia,2020-06-25,2020-06-30,24.2
Depressive Disorder,By State,Vermont,Vermont,2020-06-25,2020-06-30,22.3
Depressive Disorder,By State,Utah,Utah,2020-06-25,2020-06-30,26.0
Depressive Disorder,By State,Texas,Texas,2020-06-25,2020-06-30,28.2
Depressive Disorder,By State,Tennessee,Tennessee,2020-06-25,2020-06-30,30.5
Depressive Disorder,By State,South Dakota,South Dakota,2020-06-25,2020-06-30,25.1
Depressive Disorder,By State,South Carolina,South Carolina,2020-06-25,2020-06-30,28.9
Depressive Disorder,By State,Rhode Island,Rhode Island,2020-06-25,2020-06-30,24.0
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-06-25,2020-06-30,26.5
Anxiety Disorder,By Sex,United States,Male,2020-06-25,2020-06-30,29.0
Depressive Disorder,By State,West Virginia,West Virginia,2020-06-25,2020-06-30,34.5
Anxiety Disorder,By Sex,United States,Female,2020-06-25,2020-06-30,36.7
Anxiety Disorder,By State,Iowa,Iowa,2020-06-25,2020-06-30,31.5
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06-25,2020-06-30,31.4
Anxiety Disorder,By State,Kansas,Kansas,2020-06-25,2020-06-30,28.0
Depressive Disorder,By State,Oklahoma,Oklahoma,2020-06-25,2020-06-30,32.8
Anxiety Disorder,By State,Indiana,Indiana,2020-06-25,2020-06-30,34.7
Anxiety Disorder,By State,Illinois,Illinois,2020-06-25,2020-06-30,33.7
Anxiety Disorder,By State,Idaho,Idaho,2020-06-25,2020-06-30,32.9
Anxiety Disorder,By State,Hawaii,Hawaii,2020-06-25,2020-06-30,31.5
Anxiety Disorder,By State,Georgia,Georgia,2020-06-25,2020-06-30,36.8
Anxiety Disorder,By State,Florida,Florida,2020-06-25,2020-06-30,37.7
Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-06-25,2020-06-30,29.6
Anxiety Disorder,By State,Delaware,Delaware,2020-06-25,2020-06-30,27.4
Anxiety Disorder,By State,Connecticut,Connecticut,2020-06-25,2020-06-30,32.5
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06-25,2020-06-30,37.0
Anxiety Disorder,By State,Colorado,Colorado,2020-06-25,2020-06-30,33.0
Anxiety Disorder,By State,Arkansas,Arkansas,2020-06-25,2020-06-30,33.5
Anxiety Disorder,By State,Arizona,Arizona,2020-06-25,2020-06-30,39.7
Anxiety Disorder,By State,Alaska,Alaska,2020-06-25,2020-06-30,32.5
Anxiety Disorder,By State,Alabama,Alabama,2020-06-25,2020-06-30,28.7
Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2020-06-25,2020-06-30,26.9
Anxiety Disorder,By Education,United States,Some college/Associate's degree,2020-06-25,2020-06-30,36.4
Anxiety Disorder,By Education,United States,High school diploma or GED,2020-06-25,2020-06-30,33.5
Anxiety Disorder,By Education,United States,Less than a high school diploma,2020-06-25,2020-06-30,41.0
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06-25,2020-06-30,45.4
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06-25,2020-06-30,24.3
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06-25,2020-06-30,35.1
Anxiety Disorder,By State,California,California,2020-06-25,2020-06-30,32.2
Depressive Disorder,By State,Ohio,Ohio,2020-06-25,2020-06-30,23.3
Depressive Disorder,By Age,United States,18 - 29 years,2020-06-25,2020-06-30,36.6
Depressive Disorder,By State,North Carolina,North Carolina,2020-06-25,2020-06-30,22.7
Depressive Disorder,By State,California,California,2020-06-25,2020-06-30,27.6
Depressive Disorder,By State,Arkansas,Arkansas,2020-06-25,2020-06-30,29.6
Depressive Disorder,By State,Arizona,Arizona,2020-06-25,2020-06-30,32.7
Depressive Disorder,By State,Alaska,Alaska,2020-06-25,2020-06-30,23.8
Depressive Disorder,By State,Alabama,Alabama,2020-06-25,2020-06-30,26.5
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2020-06-25,2020-06-30,19.4
Depressive Disorder,By Education,United States,Some college/Associate's degree,2020-06-25,2020-06-30,30.0
Depressive Disorder,By Education,United States,High school diploma or GED,2020-06-25,2020-06-30,28.7
Depressive Disorder,By Education,United States,Less than a high school diploma,2020-06-25,2020-06-30,37.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2020-06-25,2020-06-30,36.8
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2020-06-25,2020-06-30,21.5
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2020-06-25,2020-06-30,30.9
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2020-06-25,2020-06-30,24.9
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2020-06-25,2020-06-30,31.1
Depressive Disorder,By Sex,United States,Female,2020-06-25,2020-06-30,28.8
Depressive Disorder,By Sex,United States,Male,2020-06-25,2020-06-30,25.0
Depressive Disorder,By Age,United States,80 years and above,2020-06-25,2020-06-30,15.2
Depressive Disorder,By Age,United States,70 - 79 years,2020-06-25,2020-06-30,16.1
Depressive Disorder,By Age,United States,60 - 69 years,2020-06-25,2020-06-30,20.5
Depressive Disorder,By Age,United States,50 - 59 years,2020-06-25,2020-06-30,27.1
Anxiety Disorder,By State,Kentucky,Kentucky,2020-06-25,2020-06-30,33.9
Depressive Disorder,By Age,United States,40 - 49 years,2020-06-25,2020-06-30,27.7
Depressive Disorder,By Age,United States,30 - 39 years,2020-06-25,2020-06-30,30.7
Depressive Disorder,By State,Colorado,Colorado,2020-06-25,2020-06-30,26.1
Depressive Disorder,By State,North Dakota,North Dakota,2020-06-25,2020-06-30,25.0
Depressive Disorder,By State,Connecticut,Connecticut,2020-06-25,2020-06-30,24.0
Depressive Disorder,By State,District of Columbia,District of Columbia,2020-06-25,2020-06-30,27.6
Depressive Disorder,By State,New York,New York,2020-06-25,2020-06-30,23.9
Depressive Disorder,By State,New Mexico,New Mexico,2020-06-25,2020-06-30,29.7
Depressive Disorder,By State,New Jersey,New Jersey,2020-06-25,2020-06-30,24.2
Depressive Disorder,By State,New Hampshire,New Hampshire,2020-06-25,2020-06-30,24.3
Depressive Disorder,By State,Nevada,Nevada,2020-06-25,2020-06-30,26.8
Depressive Disorder,By State,Nebraska,Nebraska,2020-06-25,2020-06-30,22.0
Depressive Disorder,By State,Montana,Montana,2020-06-25,2020-06-30,22.2
Depressive Disorder,By State,Missouri,Missouri,2020-06-25,2020-06-30,25.6
Depressive Disorder,By State,Mississippi,Mississippi,2020-06-25,2020-06-30,34.4
Depressive Disorder,By State,Minnesota,Minnesota,2020-06-25,2020-06-30,22.3
Depressive Disorder,By State,Michigan,Michigan,2020-06-25,2020-06-30,23.5
Depressive Disorder,By State,Massachusetts,Massachusetts,2020-06-25,2020-06-30,24.2
Depressive Disorder,By State,Maryland,Maryland,2020-06-25,2020-06-30,22.1
Depressive Disorder,By State,Maine,Maine,2020-06-25,2020-06-30,23.8
Depressive Disorder,By State,Louisiana,Louisiana,2020-06-25,2020-06-30,32.2
Depressive Disorder,By State,Kentucky,Kentucky,2020-06-25,2020-06-30,26.4
Depressive Disorder,By State,Kansas,Kansas,2020-06-25,2020-06-30,20.9
Depressive Disorder,By State,Iowa,Iowa,2020-06-25,2020-06-30,23.1
Depressive Disorder,By State,Indiana,Indiana,2020-06-25,2020-06-30,26.2
Depressive Disorder,By State,Illinois,Illinois,2020-06-25,2020-06-30,28.1
Depressive Disorder,By State,Idaho,Idaho,2020-06-25,2020-06-30,29.5
Depressive Disorder,By State,Hawaii,Hawaii,2020-06-25,2020-06-30,28.2
Depressive Disorder,By State,Florida,Florida,2020-06-25,2020-06-30,31.8
Depressive Disorder,By State,Delaware,Delaware,2020-06-25,2020-06-30,25.4
Depressive Disorder,By State,Georgia,Georgia,2020-06-25,2020-06-30,31.4
Anxiety Disorder,By State,Louisiana,Louisiana,2020-06-25,2020-06-30,40.5
Anxiety Disorder,By State,Maryland,Maryland,2020-06-25,2020-06-30,29.5
Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-06-25,2020-06-30,35.8
Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-06-25,2020-06-30,42.1
Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-06-25,2020-06-30,29.9
Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-06-25,2020-06-30,34.8
Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-06-25,2020-06-30,34.5
Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-06-25,2020-06-30,33.6
Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-06-25,2020-06-30,35.6
Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-06-25,2020-06-30,44.9
Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-06-25,2020-06-30,38.5
Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-06-25,2020-06-30,31.4
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-06-25,2020-06-30,30.6
Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-06-25,2020-06-30,34.3
Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-06-25,2020-06-30,39.6
Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-06-25,2020-06-30,40.7
Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-06-25,2020-06-30,38.3
Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-06-25,2020-06-30,40.9
Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-06-25,2020-06-30,43.8
Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-06-25,2020-06-30,39.4
Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-06-25,2020-06-30,33.2
Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-06-25,2020-06-30,35.3
Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-06-25,2020-06-30,37.3
Anxiety Disorder or Depressive Disorder,By State,California,California,2020-06-25,2020-06-30,38.1
Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-06-25,2020-06-30,38.1
Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-06-25,2020-06-30,37.4
Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-06-25,2020-06-30,30.5
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-06-25,2020-06-30,32.4
Anxiety Disorder,By State,Maine,Maine,2020-06-25,2020-06-30,32.0
Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-06-25,2020-06-30,34.2
Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-06-25,2020-06-30,29.2
Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-06-25,2020-06-30,45.1
Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-06-25,2020-06-30,42.0
Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-06-25,2020-06-30,33.1
